id,rank,fund_code,fund_name,date,net_value,accumulated_net_value,daily_growth_rate,weekly_growth_rate,monthly_1_growth_rate,monthly_3_growth_rate,monthly_6_growth_rate,yearly_1_growth_rate,yearly_2_growth_rate,yearly_3_growth_rate,ytd_growth_rate,since_inception_growth_rate,custom_growth_rate,fee_rate,is_checked,update_time
65072,7880,014793,华泰柏瑞匠心臻选混合C,2026-01-29,1.1028,1.1028,-1.58,-0.42,5.73,9.76,12.53,24.47,48.81,11.56,5.79,10.28,25.2897,0.0,0,2026-01-30 11:46:42
65073,7881,015062,中信建投沪深300指数增强C,2026-01-29,1.2267,1.2267,0.7,0.81,2.87,1.43,12.8,24.47,43.66,21.96,3.08,22.67,25.635,0.0,0,2026-01-30 11:46:42
65074,7882,017411,农银养老2045五年持有混合(FOF)Y,2026-01-27,1.0057,1.0057,0.38,1.8,6.33,5.87,17.47,24.47,31.1,7.97,6.97,11.56,,0.0,0,2026-01-30 11:46:42
65075,7883,021098,南方中证创新药产业ETF发起联接C,2026-01-29,1.227,1.227,0.32,-0.81,0.4,-7.28,-9.09,24.47,,,1.47,22.7,24.0898,0.0,0,2026-01-30 11:46:42
65076,7884,010245,广发品牌消费股票发起式C,2026-01-29,1.4729,1.4729,0.16,-2.07,4.8,0.47,11.36,24.46,21.17,-2.88,4.31,-15.54,25.6526,0.0,0,2026-01-30 11:46:42
65077,7885,021672,国泰中证全指软件ETF联接E,2026-01-29,0.9893,0.9893,1.0,-0.45,12.34,3.87,9.8,24.46,,,10.66,59.1,16.4842,0.0,0,2026-01-30 11:46:42
65078,7886,010872,博时沪深300指数增强A,2026-01-29,0.9061,0.9061,0.42,0.49,3.28,1.18,13.33,24.45,46.95,19.6,3.85,-9.39,25.325,0.12,0,2026-01-30 11:46:42
65079,7887,018103,易方达中证港股通消费主题ETF发起式联接A,2026-01-29,1.3261,1.3261,1.28,2.45,4.91,-1.18,0.74,24.45,72.04,,6.64,32.61,20.0199,0.12,0,2026-01-30 11:46:42
65080,7888,018387,华泰柏瑞港股通红利ETF联接基金A,2026-01-29,1.4209,1.4599,1.29,4.45,4.69,1.07,1.88,24.45,49.18,,5.1,46.1,24.7907,0.12,0,2026-01-30 11:46:42
65081,7889,160144,南方新兴消费增长股票(LOF)C,2026-01-29,0.8278,0.8278,-0.91,-0.18,0.6,-2.99,1.52,24.44,49.5,11.85,0.78,-16.05,24.3316,0.0,0,2026-01-30 11:46:42
65082,7890,012868,易方达标普信息科技指数(QDII-LOF)C(人民币),2026-01-28,5.7467,5.7467,0.42,3.46,-0.81,-4.88,6.9,24.43,48.84,137.97,0.77,111.67,,0.0,0,2026-01-30 11:46:42
65083,7891,011530,泓德优质治理灵活配置混合,2026-01-29,0.7813,0.7813,-0.28,-0.23,6.33,6.55,12.76,24.43,32.38,-2.12,6.36,-21.87,25.7929,0.15,0,2026-01-30 11:46:42
65084,7892,016649,广发养老目标2045三年持有混合发起式(FOF)A,2026-01-27,1.2424,1.2424,0.28,1.26,4.92,3.95,14.73,24.43,41.09,,5.29,24.24,,0.12,0,2026-01-30 11:46:42
65085,7893,020730,华安中证全指软件开发ETF发起式联接C,2026-01-29,1.3864,1.3864,0.65,-0.78,11.29,4.49,8.59,24.43,,,9.88,38.64,16.7003,0.0,0,2026-01-30 11:46:42
65086,7894,004252,国泰安益灵活配置混合C,2026-01-29,1.6965,1.7925,0.68,0.52,2.73,1.3,16.13,24.42,23.55,15.17,2.66,80.06,24.386,0.0,0,2026-01-30 11:46:42
65087,7895,018457,大成价值增长混合C,2026-01-29,0.8375,0.8375,-1.91,-1.4,6.91,4.6,12.79,24.42,14.71,,7.36,-2.88,24.3135,0.0,0,2026-01-30 11:46:42
65088,7896,020650,博时国证粮食产业指数发起式A,2026-01-29,1.2326,1.2326,0.83,3.36,8.19,13.82,20.56,24.42,,,8.69,23.26,25.5321,0.1,0,2026-01-30 11:46:42
65089,7897,005630,华安研究精选混合A,2026-01-29,2.3657,2.607,-1.19,2.02,8.18,4.59,25.3,24.41,38.99,4.87,7.92,164.49,25.9557,0.15,0,2026-01-30 11:46:42
65090,7898,400032,东方主题精选混合,2026-01-29,1.1288,1.1288,1.82,1.25,1.1,-4.09,6.26,24.4,26.66,-19.31,2.13,12.88,24.2624,0.15,0,2026-01-30 11:46:42
65091,7899,006511,博道卓远混合A,2026-01-29,2.1223,2.1223,-0.62,0.63,8.04,4.98,16.22,24.4,45.6,5.52,7.82,112.23,23.6627,0.15,0,2026-01-30 11:46:42
65092,7900,010020,华夏线上经济主题精选混合,2026-01-29,0.9306,0.9306,-2.69,-1.7,6.02,3.53,15.59,24.4,39.83,13.75,6.74,-6.94,24.495,0.15,0,2026-01-30 11:46:42
65093,7901,011163,博时港股通领先趋势混合C,2026-01-29,0.5649,0.5649,-0.55,1.82,3.69,-3.34,0.46,24.4,67.93,-4.17,3.1,-43.51,20.1404,0.0,0,2026-01-30 11:46:42
65094,7902,022072,天弘中证港股通高股息投资指数发起A,2026-01-29,1.1951,1.2711,1.31,4.55,5.07,0.88,1.3,24.4,,,5.48,27.47,24.7675,0.1,0,2026-01-30 11:46:42
65095,7903,013385,信澳优势价值混合A,2026-01-29,0.8976,0.8976,-0.62,0.53,11.12,15.95,13.38,24.39,34.94,-6.42,9.68,-10.24,25.4507,0.15,0,2026-01-30 11:46:42
65096,7904,017131,国投瑞银比较优势一年持有混合C,2026-01-29,1.2412,1.2412,0.2,1.22,6.72,8.99,19.75,24.39,30.49,,6.28,24.12,25.6148,0.0,0,2026-01-30 11:46:42
65097,7905,021092,广发中证港股通互联网ETF发起式联接A,2026-01-29,1.257,1.3144,0.17,2.46,8.54,-4.94,-0.67,24.39,,,8.36,31.62,17.5882,0.1,0,2026-01-30 11:46:42
65098,7906,015278,东财沪深300A,2026-01-29,1.2275,1.2275,0.71,0.69,2.52,0.61,14.62,24.38,42.42,16.16,2.65,22.75,25.0892,0.12,0,2026-01-30 11:46:42
65099,7907,015287,永赢优质生活混合A,2026-01-29,0.9327,0.9327,4.17,3.25,5.44,3.35,3.06,24.38,49.86,-1.77,6.19,-6.73,25.4978,0.15,0,2026-01-30 11:46:42
65100,7908,022049,国泰安益灵活配置混合E,2026-01-29,1.7,1.7,0.68,0.51,2.71,1.28,16.08,24.38,,,2.64,26.28,24.3417,0.0,0,2026-01-30 11:46:42
65101,7909,001016,华夏沪深300指数增强C,2026-01-29,2.139,2.139,0.66,0.19,2.3,1.28,13.47,24.36,51.38,18.97,2.44,113.9,24.8687,0.0,0,2026-01-30 11:46:42
65102,7910,021254,富国沪深300ESG基准ETF发起式联接A,2026-01-29,1.333,1.333,0.82,0.79,2.48,1.35,14.03,24.36,,,2.59,33.3,25.0234,0.12,0,2026-01-30 11:46:42
65103,7911,022663,华泰柏瑞港股通红利ETF联接基金I,2026-01-29,1.4202,1.4592,1.29,4.44,4.69,1.04,1.84,24.36,,,5.1,28.42,24.6981,0.0,0,2026-01-30 11:46:42
65104,7912,001490,汇添富国企创新股票A,2026-01-29,1.951,1.951,-0.41,2.58,11.29,12.91,23.01,24.35,30.94,-3.61,10.41,95.1,26.2783,0.15,0,2026-01-30 11:46:42
65105,7913,001209,前海开源一带一路混合A,2026-01-29,0.669,0.669,-1.33,0.3,10.4,6.02,13.39,24.35,1.83,-33.89,8.96,-33.1,17.9894,0.15,0,2026-01-30 11:46:42
65106,7914,013678,富国信享回报12个月持有混合A,2026-01-29,1.3775,1.3775,0.36,4.84,9.95,10.87,12.81,24.35,33.36,38.26,9.98,37.75,24.3455,0.08,0,2026-01-30 11:46:42
65107,7915,018336,华夏恒生中国企业ETF发起式联接(QDII)A,2026-01-29,1.3855,1.3855,0.41,4.11,5.78,0.06,2.71,24.35,65.43,,5.74,38.55,23.0243,0.12,0,2026-01-30 11:46:42
65108,7916,022073,天弘中证港股通高股息投资指数发起C,2026-01-29,1.1949,1.2699,1.3,4.54,5.06,0.83,1.21,24.35,,,5.47,27.33,24.7264,0.0,0,2026-01-30 11:46:42
65109,7917,023230,南方上证180ETF发起联接A,2026-01-29,1.2439,1.2439,0.73,1.29,4.76,2.01,14.85,24.35,,,4.76,24.39,,0.12,0,2026-01-30 11:46:42
65110,7918,001270,英大灵活配置混合型发起式A,2026-01-29,1.4583,1.7083,-2.73,-8.19,-0.08,-1.1,18.52,24.34,37.95,-9.06,-4.61,83.58,23.6686,0.1,0,2026-01-30 11:46:42
65111,7919,009527,浙商汇金新兴消费混合,2026-01-29,1.2612,1.8612,0.49,-1.64,5.13,3.18,6.75,24.34,51.97,15.09,4.21,20.34,23.6349,0.15,0,2026-01-30 11:46:42
65112,7920,005152,农银沪深300指数C,2026-01-29,1.7807,1.7807,0.72,0.6,2.43,0.33,13.64,24.33,45.21,17.74,2.65,32.37,24.9877,0.0,0,2026-01-30 11:46:42
65113,7921,016074,创金合信软件产业股票发起C,2026-01-29,1.3158,1.3158,1.27,1.18,20.1,8.46,8.78,24.33,38.77,-3.99,17.47,31.58,15.492,0.0,0,2026-01-30 11:46:42
65114,7922,007660,招商和悦均衡养老三年持有混合(FOF)A,2026-01-27,1.5093,1.5093,0.25,1.52,5.68,6.36,15.81,24.33,34.24,21.33,5.95,50.93,,0.12,0,2026-01-30 11:46:42
65115,7923,660001,农银行业成长混合,2026-01-29,3.2667,3.8667,-0.38,-0.02,5.06,4.26,19.98,24.3,35.4,2.54,5.37,405.6,25.5264,0.15,0,2026-01-30 11:46:42
65116,7924,070013,嘉实研究精选混合,2026-01-29,1.412,3.378,0.07,0.64,6.49,5.45,18.76,24.3,30.5,-17.23,6.65,270.84,25.959,0.15,0,2026-01-30 11:46:42
65117,7925,016205,东方沪深300指数增强C,2026-01-29,1.2897,1.2897,0.28,1.19,4.48,2.69,17.29,24.3,45.73,22.67,4.67,28.97,26.4288,0.0,0,2026-01-30 11:46:42
65118,7926,021205,华夏医药量化选股混合C,2026-01-29,1.2266,1.2266,0.69,-0.48,3.19,-1.76,0.23,24.3,,,3.93,22.66,24.2504,0.0,0,2026-01-30 11:46:42
65119,7927,009208,建信沪深300指数增强(LOF)C,2026-01-29,1.4523,1.4523,0.63,1.15,4.25,2.17,13.81,24.29,43.44,19.52,4.36,45.33,25.4037,0.0,0,2026-01-30 11:46:42
65120,7928,011432,宏利消费服务混合C,2026-01-29,0.8494,0.8494,-0.96,-1.0,2.61,-0.57,5.87,24.29,37.89,4.44,3.84,-15.06,25.6509,0.0,0,2026-01-30 11:46:42
65121,7929,008345,南华瑞泽债券A,2026-01-29,1.2327,1.3327,0.13,0.72,5.02,6.59,11.3,24.28,29.35,21.56,4.79,35.3,24.4272,0.08,0,2026-01-30 11:46:42
65122,7930,021962,景顺长城中证国新港股通央企红利ETF联接C,2026-01-29,1.1323,1.1648,0.52,4.82,7.14,4.86,7.55,24.28,,,6.96,16.69,25.2892,0.0,0,2026-01-30 11:46:42
65123,7931,017292,申万菱信红利量化选股股票A,2026-01-29,1.2797,1.2797,-0.14,-0.26,5.89,7.74,10.81,24.27,,,5.46,27.97,25.8804,0.12,0,2026-01-30 11:46:42
65124,7932,019717,南方中小盘成长股票C,2026-01-29,1.2376,2.0686,1.01,2.13,9.16,10.05,13.96,24.26,39.15,,9.22,19.83,26.0542,0.0,0,2026-01-30 11:46:42
65125,7933,022277,汇添富弘悦回报混合发起式C,2026-01-29,1.2559,1.2559,0.21,1.96,6.08,8.37,16.19,24.26,,,6.03,25.59,24.5068,0.0,0,2026-01-30 11:46:42
65126,7934,001602,鑫元鑫新收益灵活配置混合C,2026-01-29,0.8121,0.9921,-0.68,-0.09,-1.91,0.46,21.28,24.25,26.95,-18.23,-0.7,-5.63,24.3454,0.0,0,2026-01-30 11:46:42
65127,7935,010287,海富通成长价值混合C,2026-01-29,0.8904,0.8904,-2.97,-0.99,7.43,5.19,13.57,24.25,88.72,22.19,7.51,-10.96,25.2145,0.0,0,2026-01-30 11:46:42
65128,7936,015344,长安优势行业混合C,2026-01-29,0.8331,0.8331,0.19,-0.79,6.77,2.73,2.43,24.25,31.28,-15.48,7.07,-16.69,26.0172,0.0,0,2026-01-30 11:46:42
65129,7937,017396,英大延福养老目标2045三年持有混合发起(FOF),2026-01-27,1.2092,1.2092,-0.1,0.74,2.81,2.02,14.31,24.25,33.73,,3.56,20.93,,0.12,0,2026-01-30 11:46:42
65130,7938,019503,博时中证软件服务指数发起式A,2026-01-29,1.2911,1.2911,0.99,0.16,13.36,4.82,13.09,24.25,47.37,,12.32,29.11,15.3489,0.1,0,2026-01-30 11:46:42
65131,7939,007649,博时颐泽平衡养老(FOF)A,2026-01-27,1.4839,1.4839,0.58,2.25,5.42,6.11,15.49,24.24,32.93,23.4,5.77,48.39,,0.08,0,2026-01-30 11:46:42
65132,7940,010554,华安新兴消费混合A,2026-01-29,0.6136,0.6136,0.34,0.41,4.64,-4.39,2.33,24.24,30.36,-16.51,5.87,-38.64,24.5888,0.15,0,2026-01-30 11:46:42
65133,7941,013349,创金合信大健康混合C,2026-01-29,0.6833,0.6833,-0.86,-2.58,-1.2,-4.57,-15.6,24.24,9.91,-29.0,0.1,-31.67,24.9634,0.0,0,2026-01-30 11:46:42
65134,7942,017755,平安养老目标日期2040三年持有混合(FOF)A,2026-01-27,1.223,1.223,0.41,1.84,5.19,3.96,14.64,24.24,29.9,,5.46,22.3,,0.08,0,2026-01-30 11:46:42
65135,7943,022719,广发中证国新港股通央企红利ETF发起式联接A,2026-01-29,1.2186,1.2338,0.66,4.87,7.31,5.4,8.05,24.23,,,7.14,23.42,25.2746,0.12,0,2026-01-30 11:46:42
65136,7944,161122,易方达中证万得生物科技指数(LOF)A,2026-01-29,0.5791,0.8457,-0.36,-0.19,4.15,-4.52,-7.23,24.22,13.77,-24.95,5.08,-13.92,23.1342,0.1,0,2026-01-30 11:46:42
65137,7945,011695,华泰紫金信息科技主题6个月持有混合发起C,2026-01-29,1.0761,1.0761,0.23,2.4,3.89,3.93,11.88,24.22,45.2,24.61,4.59,7.61,26.4958,0.0,0,2026-01-30 11:46:42
65138,7946,017241,万家平衡养老目标三年(FOF)Y,2026-01-27,1.5018,1.5018,0.3,1.42,5.48,6.28,15.38,24.22,33.17,18.53,5.63,22.95,,0.0,0,2026-01-30 11:46:42
65139,7947,070003,嘉实稳健混合,2026-01-29,1.8013,4.5903,0.95,1.17,3.77,6.13,13.94,24.21,37.41,16.99,3.49,606.53,25.6224,0.15,0,2026-01-30 11:46:42
65140,7948,018887,东海数字经济混合发起式C,2026-01-29,1.2737,1.2737,-1.74,-1.93,8.13,-0.13,24.59,24.21,48.5,,7.93,27.37,21.757,0.0,0,2026-01-30 11:46:42
65141,7949,011546,长江沪深300指数增强发起式C,2026-01-29,0.9659,0.9659,0.65,0.02,1.58,0.97,17.14,24.2,47.83,20.72,1.59,-3.41,25.7846,0.0,0,2026-01-30 11:46:42
65142,7950,019659,万家养老目标2045三年持有混合发起式(FOF),2026-01-27,1.2631,1.2631,0.41,1.33,5.19,5.23,14.82,24.2,31.68,,5.41,26.31,,0.12,0,2026-01-30 11:46:42
65143,7951,015202,汇添富全球移动互联混合(QDII)人民币C,2026-01-28,4.6336,4.6336,1.31,4.5,3.34,0.43,12.06,24.19,49.57,120.75,4.91,117.44,,0.0,0,2026-01-30 11:46:42
65144,7952,018249,中欧致和混合C,2026-01-29,1.1278,1.1278,2.52,2.07,19.58,10.02,15.11,24.19,39.03,,17.31,12.78,22.5603,0.0,0,2026-01-30 11:46:42
65145,7953,020804,东方红量化选股混合发起C,2026-01-29,1.2793,1.2793,-1.15,-1.37,6.08,1.99,7.57,24.19,,,6.26,27.93,25.1884,0.0,0,2026-01-30 11:46:42
65146,7954,018388,华泰柏瑞港股通红利ETF联接基金C,2026-01-29,1.4065,1.4455,1.28,4.44,4.67,1.01,1.75,24.18,47.93,,5.08,44.66,24.5368,0.0,0,2026-01-30 11:46:42
65147,7955,017670,大成卓远视野混合C,2026-01-29,1.2481,1.2481,0.37,1.69,5.4,3.9,5.0,24.16,,,4.9,24.81,23.1961,0.0,0,2026-01-30 11:46:42
65148,7956,000913,农银医疗保健股票,2026-01-29,1.6309,1.6309,-0.59,-3.16,-1.08,-4.21,-16.68,24.15,13.05,-22.78,1.25,63.09,25.0403,0.15,0,2026-01-30 11:46:42
65149,7957,011722,前海开源深圳特区精选股票A,2026-01-29,1.1022,1.1022,-0.96,-0.81,4.98,-4.99,16.4,24.15,70.8,30.01,4.17,10.22,22.5893,0.15,0,2026-01-30 11:46:42
65150,7958,970067,兴证资管金麒麟消费升级混合A,2026-01-29,0.8755,0.8755,1.52,0.83,6.39,5.67,14.09,24.15,23.96,-6.18,6.48,-12.45,25.1966,0.12,0,2026-01-30 11:46:42
65151,7959,161605,融通蓝筹成长混合A/B,2026-01-29,1.646,3.399,0.61,2.49,8.63,8.48,21.32,24.14,27.59,10.69,8.13,532.39,25.8479,0.16,0,2026-01-30 11:46:42
65152,7960,005255,浦银安盛港股通量化混合A,2026-01-29,1.0214,1.0214,-1.45,0.41,9.28,-4.84,1.29,24.14,54.17,11.25,8.43,2.14,18.3409,0.15,0,2026-01-30 11:46:42
65153,7961,009630,浦银安盛ESG责任投资混合A,2026-01-29,0.9503,0.9503,0.03,2.16,3.06,2.96,13.86,24.14,49.25,11.94,2.48,-4.97,25.023,0.15,0,2026-01-30 11:46:42
65154,7962,002543,长城久益混合A,2026-01-29,1.4416,1.4416,0.8,0.7,2.67,1.19,16.53,24.13,37.53,4.47,2.8,44.16,24.094,0.04,0,2026-01-30 11:46:42
65155,7963,001345,富国新收益灵活配置混合A,2026-01-29,2.068,2.162,-0.34,2.94,7.88,4.66,18.78,24.13,25.11,12.39,8.27,117.7,24.0552,0.15,0,2026-01-30 11:46:42
65156,7964,010888,南方消费升级混合C,2026-01-29,0.8842,0.8842,-0.85,-0.2,0.23,-2.86,3.51,24.13,51.92,16.05,0.45,-11.58,24.0982,0.0,0,2026-01-30 11:46:42
65157,7965,017409,长信颐年养老三年持有混合(FOF)Y,2026-01-27,1.1,1.1,0.38,0.85,4.6,4.22,13.87,24.13,32.67,14.52,4.79,18.83,,0.0,0,2026-01-30 11:46:42
65158,7966,018191,东财产业智选C,2026-01-29,1.1245,1.1245,1.02,1.39,3.42,3.69,12.86,24.13,50.29,,3.94,12.45,25.8393,0.0,0,2026-01-30 11:46:42
65159,7967,002630,江信瑞福灵活配置混合A,2026-01-29,1.6182,1.6182,-0.69,-0.89,12.29,11.15,14.26,24.12,80.99,29.94,11.99,61.82,24.89,0.06,0,2026-01-30 11:46:42
65160,7968,014330,国联优势产业混合C,2026-01-29,1.1966,1.1966,1.06,1.25,5.97,5.45,11.26,24.12,42.16,30.55,6.06,19.66,24.1802,0.0,0,2026-01-30 11:46:42
65161,7969,015413,西部利得数字产业混合C,2026-01-29,1.568,1.568,0.06,4.26,16.44,10.7,10.72,24.12,110.84,61.77,16.09,56.8,21.184,0.0,0,2026-01-30 11:46:42
65162,7970,015664,易米开鑫价值优选混合C,2026-01-29,1.2427,1.2427,1.55,2.67,7.44,2.72,4.9,24.12,37.39,11.9,7.56,24.27,22.8571,0.0,0,2026-01-30 11:46:42
65163,7971,560003,益民创新优势混合A,2026-01-29,1.483,1.503,-0.68,-0.27,8.6,7.71,17.74,24.11,42.94,11.74,8.41,50.56,24.1212,0.15,0,2026-01-30 11:46:42
65164,7972,000126,招商安润灵活配置混合A,2026-01-29,2.3844,2.7284,-1.69,0.4,4.89,-2.16,19.71,24.11,32.36,-29.51,5.86,220.47,26.1788,0.15,0,2026-01-30 11:46:42
65165,7973,023231,南方上证180ETF发起联接C,2026-01-29,1.2413,1.2413,0.72,1.28,4.74,1.95,14.73,24.11,,,4.74,24.13,,0.0,0,2026-01-30 11:46:42
65166,7974,160918,大成中小盘混合(LOF)A,2026-01-29,2.8525,6.5569,1.4,2.6,7.1,6.4,11.81,24.1,27.04,-9.4,7.02,351.23,24.2216,0.15,0,2026-01-30 11:46:42
65167,7975,012737,广发创新药ETF联接A,2026-01-29,0.5999,0.5999,0.32,-0.83,0.4,-7.24,-9.16,24.1,23.33,-17.65,1.49,-40.01,23.6907,0.12,0,2026-01-30 11:46:42
65168,7976,019435,易米鑫选品质混合A,2026-01-29,1.2693,1.2693,1.85,3.36,7.6,3.23,5.41,24.09,,,7.77,26.93,23.581,0.15,0,2026-01-30 11:46:42
65169,7977,021255,富国沪深300ESG基准ETF发起式联接C,2026-01-29,1.3283,1.3283,0.82,0.78,2.46,1.3,13.91,24.09,,,2.56,32.83,24.7699,0.0,0,2026-01-30 11:46:42
65170,7978,010873,博时沪深300指数增强C,2026-01-29,0.8924,0.8924,0.43,0.48,3.26,1.11,13.16,24.08,46.06,18.53,3.83,-10.76,24.9685,0.0,0,2026-01-30 11:46:42
65171,7979,000030,长城核心优选混合A,2026-01-29,1.3027,2.4117,-0.38,-0.21,4.86,1.85,15.26,24.07,38.75,6.83,5.0,141.17,24.8395,0.15,0,2026-01-30 11:46:42
65172,7980,000259,农银区间收益混合,2026-01-29,5.3807,5.3807,-0.79,-0.86,3.06,3.37,16.12,24.07,45.24,13.92,3.21,438.07,24.9089,0.15,0,2026-01-30 11:46:42
65173,7981,018104,易方达中证港股通消费主题ETF发起式联接C,2026-01-29,1.3148,1.3148,1.29,2.45,4.89,-1.25,0.6,24.07,71.02,,6.63,31.48,19.6687,0.0,0,2026-01-30 11:46:42
65174,7982,161131,易方达科润混合(LOF),2026-01-29,1.0213,1.0213,0.01,4.0,8.38,3.35,4.64,24.06,38.33,-2.58,8.52,2.13,24.2004,0.15,0,2026-01-30 11:46:42
65175,7983,014153,天弘华证沪深港长期竞争力指数A,2026-01-29,1.0818,1.0818,0.67,1.48,2.74,-3.51,9.18,24.06,54.63,15.37,3.24,8.18,22.6531,0.1,0,2026-01-30 11:46:42
65176,7984,005830,建信MSCI联接C,2026-01-29,1.7547,1.7547,0.51,0.7,3.07,0.97,13.79,24.04,42.18,14.23,3.33,75.45,24.8541,0.0,0,2026-01-30 11:46:42
65177,7985,016316,同泰积极配置3个月持有股票(FOF)A,2026-01-27,1.1664,1.1664,0.42,2.59,8.5,9.15,16.52,24.03,32.73,7.35,9.1,16.64,,0.06,0,2026-01-30 11:46:42
65178,7986,019114,东财慧心优选C,2026-01-29,1.2659,1.2659,-2.74,2.68,17.66,11.64,37.27,24.03,26.6,,18.7,26.59,25.1508,0.0,0,2026-01-30 11:46:42
65179,7987,002080,前海开源一带一路混合C,2026-01-29,0.728,0.728,-1.36,0.28,10.3,5.97,13.22,24.02,1.53,-34.18,8.82,-27.2,17.7994,0.0,0,2026-01-30 11:46:42
65180,7988,020651,博时国证粮食产业指数发起式C,2026-01-29,1.2258,1.2258,0.84,3.36,8.17,13.74,20.38,24.02,,,8.67,22.58,25.1455,0.0,0,2026-01-30 11:46:42
65181,7989,021614,华泰紫金中证全指软件指数型发起A,2026-01-29,1.7417,1.7417,1.0,-0.43,12.04,3.29,9.65,24.02,,,10.21,74.17,15.5357,0.06,0,2026-01-30 11:46:42
65182,7990,673101,西部利得沪深300指数增强C,2026-01-29,2.0716,2.0716,0.6,0.96,3.87,2.23,14.47,24.0,40.1,19.14,3.95,123.93,24.7952,0.0,0,2026-01-30 11:46:42
65183,7991,017685,中欧预见积极养老目标五年持有混合发起(FOF)A,2026-01-27,1.2694,1.2694,0.21,0.94,3.9,3.09,13.66,24.0,47.36,24.94,4.41,26.94,,0.15,0,2026-01-30 11:46:42
65184,7992,019310,中航恒宇港股通价值优选混合发起C,2026-01-29,1.2638,1.2638,0.58,3.0,12.02,3.79,7.88,24.0,51.37,,12.43,26.38,21.2627,0.0,0,2026-01-30 11:46:42
65185,7993,022720,广发中证国新港股通央企红利ETF发起式联接C,2026-01-29,1.2163,1.2314,0.66,4.87,7.3,5.35,7.95,24.0,,,7.13,23.18,25.0409,0.0,0,2026-01-30 11:46:42
65186,7994,001319,农银信息传媒股票A,2026-01-29,1.26,1.26,-0.07,0.9,8.13,0.45,13.31,23.99,53.66,16.28,8.3,26.0,22.0694,0.15,0,2026-01-30 11:46:42
65187,7995,001614,东方区域发展混合,2026-01-29,1.4519,1.4519,2.04,1.6,2.62,-5.6,6.16,23.99,32.33,48.84,3.63,45.19,23.8083,0.15,0,2026-01-30 11:46:42
65188,7996,008712,景顺长城品质成长混合A,2026-01-29,1.3835,1.3835,2.99,2.19,7.57,6.24,11.28,23.99,38.35,5.45,7.79,38.35,24.5162,0.15,0,2026-01-30 11:46:42
65189,7997,700004,平安灵活配置混合A,2026-01-29,1.5238,1.9002,1.34,3.5,5.46,9.4,18.46,23.99,43.05,9.59,5.63,90.02,24.5647,0.15,0,2026-01-30 11:46:42
65190,7998,022000,浙商汇金红利机遇混合A,2026-01-29,1.2457,1.2457,0.59,2.38,8.79,8.47,16.68,23.99,,,8.64,24.57,24.3214,0.15,0,2026-01-30 11:46:42
65191,7999,018337,华夏恒生中国企业ETF发起式联接(QDII)C,2026-01-29,1.3752,1.3752,0.41,4.1,5.74,-0.02,2.55,23.98,64.48,,5.71,37.52,22.6543,0.0,0,2026-01-30 11:46:42
65192,8000,011698,南方均衡回报混合A,2026-01-29,1.3094,1.3094,-0.44,0.58,5.49,6.49,18.74,23.97,40.64,25.88,4.98,30.94,25.0979,0.08,0,2026-01-30 11:46:42
65193,8001,017340,易方达汇智平衡养老目标三年持有混合(FOF)Y,2026-01-27,1.1653,1.1653,0.33,1.39,4.15,3.79,15.35,23.97,34.92,21.42,4.74,26.55,,0.0,0,2026-01-30 11:46:42
65194,8002,015205,银华全球新能源车量化优选股票(QDII)C,2026-01-28,1.4315,1.4315,0.54,0.89,1.08,-2.69,13.85,23.96,69.39,55.63,1.85,43.15,,0.0,0,2026-01-30 11:46:42
65195,8003,008273,广发优质生活混合A,2026-01-29,1.4978,1.4978,0.49,-2.37,5.31,4.41,1.19,23.95,28.97,-6.2,6.36,49.78,23.6217,0.15,0,2026-01-30 11:46:42
65196,8004,001163,银华中国梦30股票,2026-01-29,1.626,1.909,-1.03,0.81,7.47,1.75,18.95,23.93,27.33,-9.42,8.18,90.71,24.7889,0.15,0,2026-01-30 11:46:42
65197,8005,019588,兴业弘远回报混合发起式C,2026-01-29,1.2754,1.2754,0.18,-0.43,5.05,-1.73,9.36,23.93,,,5.67,27.54,24.6725,0.0,0,2026-01-30 11:46:42
65198,8006,006323,合煦智远嘉选混合A,2026-01-29,1.5199,2.1399,0.87,5.95,10.43,10.04,16.92,23.92,34.48,18.25,9.58,131.05,24.8173,0.15,0,2026-01-30 11:46:42
65199,8007,010429,中欧睿见混合A,2026-01-29,1.0015,1.0015,1.74,0.3,8.49,9.86,7.89,23.92,24.97,-7.25,8.4,0.14,24.6577,0.15,0,2026-01-30 11:46:42
65200,8008,016444,中泰研究精选6个月持有股票A,2026-01-29,1.1332,1.1332,1.54,2.09,7.72,8.96,16.08,23.91,36.58,5.94,7.64,13.32,25.5484,0.15,0,2026-01-30 11:46:42
65201,8009,021516,汇添富红利智选混合发起式C,2026-01-29,1.2358,1.2358,1.14,3.31,5.59,5.46,11.45,23.89,,,5.31,23.58,25.6405,0.0,0,2026-01-30 11:46:42
65202,8010,002544,长城久益混合C,2026-01-29,1.3047,1.3547,0.8,0.7,2.66,1.14,16.41,23.88,36.76,3.24,2.79,36.8,23.8443,0.0,0,2026-01-30 11:46:42
65203,8011,015279,东财沪深300C,2026-01-29,1.2086,1.2086,0.72,0.68,2.48,0.51,14.4,23.88,41.29,14.77,2.62,20.86,24.5979,0.0,0,2026-01-30 11:46:42
65204,8012,019504,博时中证软件服务指数发起式C,2026-01-29,1.281,1.281,0.98,0.15,13.33,4.74,12.91,23.88,46.53,,12.29,28.1,15.0013,0.0,0,2026-01-30 11:46:42
